2.314487304687500000e+02,2.517214660644531250e+02,2.274249572753906250e+02,1.799137573242187500e+02,1.697846069335937500e+02,2.739376831054687500e+02,2.456330413818359375e+02,1.860223388671875000e+02,3.144038085937500000e+02,2.941733703613281250e+02,2.709566650390625000e+02,3.598671264648437500e+02,3.355906372070312500e+02,3.941974487304687500e+02,4.538811645507812500e+02,2.163395690917968750e+02,2.314891815185546875e+02,2.072484436035156250e+02,2.436204071044921875e+02,4.630153808593750000e+02,4.711051635742187500e+02,4.599040527343750000e+02,3.811114501953125000e+02,3.780584716796875000e+02,3.750028381347656250e+02,1.000000000000000000e+00
6.829595947265625000e+02,7.458105468750000000e+02,6.944143066406250000e+02,7.437343139648437500e+02,7.763308715820312500e+02,7.970888061523437500e+02,8.962082519531250000e+02,8.105081176757812500e+02,8.961354980468750000e+02,8.695115966796875000e+02,1.012419799804687500e+03,1.145814086914062500e+03,9.190700073242187500e+02,1.088637939453125000e+03,9.608632812500000000e+02,6.657122192382812500e+02,6.847943115234375000e+02,6.618844604492187500e+02,7.057409667968750000e+02,9.837125244140625000e+02,9.837497558593750000e+02,9.438398437500000000e+02,1.172270751953125000e+03,1.157111694335937500e+03,1.166595703125000000e+03,1.000000000000000000e+00
5.618295898437500000e+02,6.311733398437500000e+02,5.721563110351562500e+02,4.365866088867187500e+02,4.108561706542968750e+02,6.823955688476562500e+02,6.003171997070312500e+02,4.517938232421875000e+02,8.360461425781250000e+02,7.975870361328125000e+02,9.921949462890625000e+02,1.153618530273437500e+03,8.768973388671875000e+02,1.102447021484375000e+03,9.410426025390625000e+02,5.314537353515625000e+02,5.545258178710937500e+02,5.286799316406250000e+02,5.903306884765625000e+02,9.744674072265625000e+02,9.719210815429687500e+02,9.178471679687500000e+02,1.194661743164062500e+03,1.176722412109375000e+03,1.174093505859375000e+03,1.000000000000000000e+00
8.130628662109375000e+02,9.309243164062500000e+02,8.550408935546875000e+02,6.611069335937500000e+02,5.170037231445312500e+02,9.955128173828125000e+02,8.928861694335937500e+02,7.829766845703125000e+02,1.211493774414062500e+03,1.143395874023437500e+03,1.090220947265625000e+03,1.295010620117187500e+03,1.268643066406250000e+03,1.469940551757812500e+03,1.663098876953125000e+03,7.752503662109375000e+02,8.169836425781250000e+02,7.715234375000000000e+02,8.702153320312500000e+02,1.704950439453125000e+03,1.723911987304687500e+03,1.655681640625000000e+03,1.325464477539062500e+03,0.000000000000000000e+00,1.306499877929687500e+03,1.000000000000000000e+00
1.056310791015625000e+03,1.143482177734375000e+03,1.085447753906250000e+03,9.227204589843750000e+02,8.149228515625000000e+02,1.201677246093750000e+03,1.091295288085937500e+03,9.748259277343750000e+02,1.402352539062500000e+03,1.364521972656250000e+03,1.588280029296875000e+03,1.797794677734375000e+03,1.443044799804687500e+03,1.704558837890625000e+03,1.693009521484375000e+03,1.035781860351562500e+03,1.064990234375000000e+03,1.021447143554687500e+03,1.097012817382812500e+03,1.748251953125000000e+03,1.748318847656250000e+03,1.672637695312500000e+03,1.841276123046875000e+03,1.820973144531250000e+03,1.832377197265625000e+03,1.000000000000000000e+00
2.334989013671875000e+02,2.973846435546875000e+02,2.539024200439453125e+02,2.661450195312500000e+02,3.015106506347656250e+02,3.381655273437500000e+02,4.075426330566406250e+02,3.300536804199218750e+02,4.143952026367187500e+02,3.857731323242187500e+02,3.681519470214843750e+02,4.837152099609375000e+02,4.469121704101562500e+02,5.366900024414062500e+02,6.332884521484375000e+02,2.171901092529296875e+02,2.308507537841796875e+02,2.171413879394531250e+02,2.552701721191406250e+02,6.495822753906250000e+02,6.618200073242187500e+02,6.399866333007812500e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.958821716308593750e+02,1.000000000000000000e+00
1.326698242187500000e+03,1.449449707031250000e+03,1.343109741210937500e+03,1.102927734375000000e+03,9.908907470703125000e+02,1.555631469726562500e+03,1.287447753906250000e+03,1.036058837890625000e+03,1.869015625000000000e+03,1.784937011718750000e+03,1.695239746093750000e+03,2.020000732421875000e+03,1.952815307617187500e+03,2.238242675781250000e+03,2.518016357421875000e+03,1.281795166015625000e+03,1.337613525390625000e+03,1.259417480468750000e+03,1.388289672851562500e+03,2.590768066406250000e+03,2.635152343750000000e+03,2.545479980468750000e+03,2.148614257812500000e+03,2.137386230468750000e+03,2.036702026367187500e+03,1.000000000000000000e+00
2.954064331054687500e+02,3.394609985351562500e+02,3.021776733398437500e+02,2.412267150878906250e+02,1.990050964355468750e+02,3.799291381835937500e+02,2.903488769531250000e+02,2.226225433349609375e+02,4.933489074707031250e+02,4.729962158203125000e+02,6.066666259765625000e+02,7.252462768554687500e+02,5.153705444335937500e+02,6.643770751953125000e+02,5.628585205078125000e+02,2.801953735351562500e+02,2.988245849609375000e+02,2.784736633300781250e+02,3.241555175781250000e+02,5.848640136718750000e+02,5.847889404296875000e+02,5.475113525390625000e+02,7.590968017578125000e+02,7.438334960937500000e+02,7.404290161132812500e+02,1.000000000000000000e+00
9.318682861328125000e+02,1.036804443359375000e+03,9.522095336914062500e+02,1.003129516601562500e+03,1.091090576171875000e+03,1.107908813476562500e+03,1.267199462890625000e+03,1.155110961914062500e+03,1.246784912109375000e+03,1.192728027343750000e+03,1.179188964843750000e+03,1.310981933593750000e+03,1.297668334960937500e+03,1.459948242187500000e+03,1.619215576171875000e+03,8.915822143554687500e+02,9.218594970703125000e+02,8.913229980468750000e+02,9.657833862304687500e+02,1.659852783203125000e+03,1.676975830078125000e+03,1.629167236328125000e+03,1.385597534179687500e+03,1.375289794921875000e+03,1.304379882812500000e+03,1.000000000000000000e+00
4.732699584960937500e+02,5.267241210937500000e+02,4.937786254882812500e+02,3.793280639648437500e+02,3.610166625976562500e+02,5.695269775390625000e+02,4.938483276367187500e+02,3.875177001953125000e+02,6.737756347656250000e+02,6.329822998046875000e+02,6.553994140625000000e+02,8.068126220703125000e+02,7.106535644531250000e+02,8.252776489257812500e+02,9.295479736328125000e+02,4.509610595703125000e+02,4.733795776367187500e+02,4.508716430664062500e+02,5.039156799316406250e+02,9.561690673828125000e+02,9.682996826171875000e+02,9.314426879882812500e+02,8.680834960937500000e+02,8.558112182617187500e+02,8.170181274414062500e+02,1.000000000000000000e+00
2.243333740234375000e+02,2.540905609130859375e+02,2.308605957031250000e+02,1.678463439941406250e+02,1.612616729736328125e+02,2.740080871582031250e+02,2.396977233886718750e+02,1.801031036376953125e+02,3.359230651855468750e+02,3.160256958007812500e+02,2.927609252929687500e+02,3.790164184570312500e+02,3.568982238769531250e+02,4.177020874023437500e+02,4.784859619140625000e+02,2.165290374755859375e+02,2.286459045410156250e+02,2.142863159179687500e+02,2.408737487792968750e+02,4.928588256835937500e+02,5.006153259277343750e+02,4.839635009765625000e+02,4.110643920898437500e+02,4.055101318359375000e+02,3.812842712402343750e+02,1.000000000000000000e+00
